"trans_id","lang","translation"
"平田東公園","ja-Hrkt","ヒラタヒガシコウエン"
"平田西","en","Hirata-nishi"
"平田西","ja","平田西"
"平田西","ja-Hrkt","ヒラタニシ"
"平福","en","Hirafuku"
"平福","ja","平福"
"平福","ja-Hrkt","ヒラフク"
"平福診療所口","en","Hirafuku Shinryosho-guchi"
"平福診療所口","ja","平福診療所口"
"平福診療所口","ja-Hrkt","ヒラフクシンリョウショグチ"
"平野","en","Hirano"
"平野","ja","平野"
"平野","ja-Hrkt","ヒラノ"
"幸元","en","Koumoto"
"幸元","ja","幸元"
"幸元","ja-Hrkt","コウモト"
"幸島小学校入口","en","Kojima Shogakko Iriguchi"
"幸島小学校入口","ja","幸島小学校入口"
"幸島小学校入口","ja-Hrkt","コウジマショウガッコウイリグチ"
"幸町","en","Saiwaicho"
"幸町","ja","幸町"
"幸町","ja-Hrkt","サイワイチョウ"
"広岡","en","Hirooka"
"広岡","ja","広岡"
"広岡","ja-Hrkt","ヒロオカ"
"広岡西","en","Hirooka-nishi"
"広岡西","ja","広岡西"
"広岡西","ja-Hrkt","ヒロオカニシ"
"広戸北","en","Hirodo-kita"
"広戸北","ja","広戸北"
"広戸北","ja-Hrkt","ヒロドキタ"
"広戸神社前","en","Hirodo Jinja-mae"
"広戸神社前","ja","広戸神社前"
"広戸神社前","ja-Hrkt","ヒロドジンジャマエ"
"広潟","en","Hirokata"
"広潟","ja","広潟"
"広潟","ja-Hrkt","ヒロカタ"
"広野小学校前","en","Hirono Shogakko-mae"
"広野小学校前","ja","広野小学校前"
"広野小学校前","ja-Hrkt","ヒロノショウガッコウ"
"庄田東","en","Shoda-higashi"
"庄田東","ja","庄田東"
"庄田東","ja-Hrkt","ショウダヒガシ"
"庄田西","en","Shoda-nishi"
"庄田西","ja","庄田西"
"庄田西","ja-Hrkt","ショウダニシ"
"庭瀬本町","en","Niwasehonmachi"
"庭瀬本町","ja","庭瀬本町"
"庭瀬本町","ja-Hrkt","ニワセホンマチ"
"庭瀬駅通","en","Niwase Eki-dori"
"庭瀬駅通","ja","庭瀬駅通"
"庭瀬駅通","ja-Hrkt","ニワセエキドオリ"
"延友","en","Nobutomo"
"延友","ja","延友"
"延友","ja-Hrkt","ノブトモ"
"延風","en","Nobukaze"
"延風","ja","延風"
"延風","ja-Hrkt","ノブカセ"
"建石","en","Tateishi"
"建石","ja","建石"
"建石","ja-Hrkt","タテイシ"
"建部小学校前","en","Takebe Shogakko-mae"
"建部小学校前","ja","建部小学校前"
"建部小学校前","ja-Hrkt","タケベショウガッコウマエ"
"建部支所","en","Takebeshisho"
"建部支所","ja","建部支所"
"建部支所","ja-Hrkt","タケベシショ"
"建部町文化センター","en","Takebecho Bunka Center"
"建部町文化センター","ja","建部町文化センター"
"建部町文化センター","ja-Hrkt","タケベチョウブンカセンター"
"建部認定こども園","en","Takebe Nintei Kodomoen"
"建部認定こども園","ja","建部認定こども園"
"建部認定こども園","ja-Hrkt","タケベニンテイコドモエン"
"建部駅","en","Takebe Sta."
"建部駅","ja","建部駅"
"建部駅","ja-Hrkt","タケベエキ"
"廻り淵","en","Mawaribuchi"
"廻り淵","ja","廻り淵"
"廻り淵","ja-Hrkt","マワリブチ"
"引田","en","Hikida"
"引田","ja","引田"
"引田","ja-Hrkt","ヒキダ"
"弥谷下","en","Yadani-shimo"
"弥谷下","ja","弥谷下"
"弥谷下","ja-Hrkt","ヤダニシモ"
"弥谷中","en","Yadani-naka"
"弥谷中","ja","弥谷中"
"弥谷中","ja-Hrkt","ヤダニナカ"
"当政","en","Tomasa"
"当政","ja","当政"
"当政","ja-Hrkt","トウマサ"
"当新田","en","Toshinden"
"当新田","ja","当新田"
"当新田","ja-Hrkt","トウシンデン"
"影平","en","Kagehira"
"影平","ja","影平"
"影平","ja-Hrkt","カゲヒラ"
"後呂","en","Ushiro"
"後呂","ja","後呂"
"後呂","ja-Hrkt","ウシロ"
"後楽園","en","Korakuen-mae (Korakuen Garden main gate)"
"後楽園","ja","後楽園"
"後楽園","ja-Hrkt","コウラクエン"
"後閑","en","Gokan"
"後閑","ja","後閑"
"後閑","ja-Hrkt","ゴカン"
"後閑小学校前","en","Gokan Shogakko-mae（Gokan Elementary School）"
"後閑小学校前","ja","後閑小学校前"
"後閑小学校前","ja-Hrkt","ゴカンショウガッコウマエ"
"御南中学校入口","en","Minan Chugakko Iriguchi"
"御南中学校入口","ja","御南中学校入口"
"御南中学校入口","ja-Hrkt","ミナンチュウガッコウイリグチ"
"御南西公民館入口","en","Minan-nishi Kominkan Iriguchi"
"御南西公民館入口","ja","御南西公民館入口"
"御南西公民館入口","ja-Hrkt","ミナンニシコウミンカンイリグチ"
"御幸町","en","Miyukicho"
"御幸町","ja","御幸町"
"御幸町","ja-Hrkt","ミユキチョウ"
"御旅所","en","Otabisho"
"御旅所","ja","御旅所"
"御旅所","ja-Hrkt","オタビショ"
"御旅所前","en","Otabisho-mae"
"御旅所前","ja","御旅所前"
"御旅所前","ja-Hrkt","オタビショマエ"
"御津中学校","en","Mitsu Chugakko"
"御津中学校","ja","御津中学校"
"御津中学校","ja-Hrkt","ミツチュウガッコウ"
"御津公民館前","en","Mitsu Kominkan-mae"
"御津公民館前","ja","御津公民館前"
"御津公民館前","ja-Hrkt","ミツコウミンカンマエ"
"御津南小学校","en","Mitsuminami Shogakko"
"御津南小学校","ja","御津南小学校"
"御津南小学校","ja-Hrkt","ミツミナミショウガッコウ"
"御津営業所","en","Mitsueigyosho"
"御津営業所","ja","御津営業所"
"御津営業所","ja-Hrkt","ミツエイギョウショ"
"御津小","en","Mitsusho"
"御津小","ja","御津小"
"御津小","ja-Hrkt","ミツショウ"
"御津小学校口","en","Mitsu Shogakkokuchi"
"御津小学校口","ja","御津小学校口"
"御津小学校口","ja-Hrkt","ミツショウガッコウクチ"
"御津支所","en","Mitsushisho"
"御津支所","ja","御津支所"
"御津支所","ja-Hrkt","ミツシショ"
"御野校前","en","Minoko-mae"
"御野校前","ja","御野校前"
"御野校前","ja-Hrkt","ミノコウマエ"
"志呂神社バス停","en","Shirojinja Bus Stop"
"志呂神社バス停","ja","志呂神社バス停"
"志呂神社バス停","ja-Hrkt","シロジンジャバステイ"
"志戸部","en","Shitobe"
"志戸部","ja","志戸部"
"志戸部","ja-Hrkt","シトベ"
"志戸部下","en","Shitobe-shimo"
"志戸部下","ja","志戸部下"
"志戸部下","ja-Hrkt","シトベシモ"
"志戸部中","en","Shitobe-naka"
"志戸部中","ja","志戸部中"
"志戸部中","ja-Hrkt","シトベナカ"
"志戸部東","en","Shitobe-higashi"
"志戸部東","ja","志戸部東"
"志戸部東","ja-Hrkt","シトベヒガシ"
"愛生園","en","Aiseien"
"愛生園","ja","愛生園"
"愛生園","ja-Hrkt","アイセイエン"
"愛生園口","en","Aiseienguchi"
"愛生園口","ja","愛生園口"
"愛生園口","ja-Hrkt","アイセイエングチ"
"慈圭病院","en","Jikei Byoin (Jikei Hospital)"
"慈圭病院","ja","慈圭病院"
"慈圭病院","ja-Hrkt","ジケイビョウイン"
"慈照院前","en","Jishoin-mae（Jishoin Temple）"
"慈照院前","ja","慈照院前"
"慈照院前","ja-Hrkt","ジショウインマエ"
"成名小学校前","en","Seimei Shogakko-mae"
"成名小学校前","ja","成名小学校前"
"成名小学校前","ja-Hrkt","セイメイショウガッコウマエ"
"戸島公園","en","Toshima Koen"
"戸島公園","ja","戸島公園"
"戸島公園","ja-Hrkt","トシマコウエン"
"戸脇","en","Towaki"
"戸脇","ja","戸脇"
"戸脇","ja-Hrkt","トワキ"
"才の乢","en","Sainotawa"
"才の乢","ja","才の乢"
"才の乢","ja-Hrkt","サイノタワ"
"才の神","en","Sainokami"
"才の神","ja","才の神"
"才の神","ja-Hrkt","サイノカミ"
"オージー技研前","en","OG Giken-mae(OG Wellness Technologies Co., Ltd.)"
"オージー技研前","ja","オージー技研前"
"オージー技研前","ja-Hrkt","オージーギケンマエ"
"押上","en","Oshiage"
"押上","ja","押上"
"押上","ja-Hrkt","オシアゲ"
"押入中","en","Oshiire-naka"
"押入中","ja","押入中"
"押入中","ja-Hrkt","オシイレナカ"
"押淵上","en","Oshibuchi-kami"
"押淵上","ja","押淵上"
"押淵上","ja-Hrkt","オシブチカミ"
"押淵下","en","Oshibuchi-shimo"
"押淵下","ja","押淵下"
"押淵下","ja-Hrkt","オシブチシモ"
"押淵中","en","Oshibuchi-naka"
"押淵中","ja","押淵中"
"押淵中","ja-Hrkt","オシブチナカ"
"撫川","en","Natsukawa"
"撫川","ja","撫川"
"撫川","ja-Hrkt","ナツカワ"
"操南中学校前","en","Sonan Chugakko-mae（Sonan Junior High School）"
"操南中学校前","ja","操南中学校前"
"操南中学校前","ja-Hrkt","ソウナンチュウガッコウマエ"
"操南台団地中","en","Sonandai Danchi-naka"
"操南台団地中","ja","操南台団地中"
"操南台団地中","ja-Hrkt","ソウナンダイダンチナカ"
"操南台団地入口","en","Sonandai Danchi Iriguchi"
"操南台団地入口","ja","操南台団地入口"
"操南台団地入口","ja-Hrkt","ソウナンダイダンチイリグチ"
"操南台団地東","en","Sonandai Danchi-higashi"
"操南台団地東","ja","操南台団地東"
"操南台団地東","ja-Hrkt","ソウナンダイダンチヒガシ"
"操南台団地西","en","Sonandai Danchi-nishi"
"操南台団地西","ja","操南台団地西"
"操南台団地西","ja-Hrkt","ソウナンダイダンチニシ"
"操南団地入口","en","Sonan-Danchi Iriguchi"
"操南団地入口","ja","操南団地入口"
"操南団地入口","ja-Hrkt","ソウナンダンチイリグチ"
"操陽団地","en","Soyo Danchi"
"操陽団地","ja","操陽団地"
"操陽団地","ja-Hrkt","ソウヨウダンチ"
"支富田","en","Shitonda"
"支富田","ja","支富田"
"支富田","ja-Hrkt","シトンダ"
"政友","en","Masatomo"
"政友","ja","政友"
"政友","ja-Hrkt","マサトモ"
"政津","en","Masatsu"
"政津","ja","政津"
"政津","ja-Hrkt","マサツ"
"教育センター口","en","Kyoiku Center-guchi"
"教育センター口","ja","教育センター口"
"教育センター口","ja-Hrkt","キョウイクセンタークチ"
"文化センター入口","en","Bunka Center Iriguchi"
"文化センター入口","ja","文化センター入口"
"文化センター入口","ja-Hrkt","ブンカセンターイリグチ"
"文化センター北口","en","Bunka Center kitaguchi"
"文化センター北口","ja","文化センター北口"
"文化センター北口","ja-Hrkt","ブンカセンターキタグ"
"斐川インター","en","Hikawa Inter"
"斐川インター","ja","斐川インター"
"斐川インター","ja-Hrkt","ヒカワインター"
"新井","en","Nii"
"新井","ja","新井"
"新井","ja-Hrkt","ニイ"
"新保","en","Shimbo"
"新保","ja","新保"
"新保","ja-Hrkt","シンボウ"
"新保北","en","Shimbo-kita"
"新保北","ja","新保北"
"新保北","ja-Hrkt","シンボウキタ"
"新保南","en","Shimbo-minami"
"新保南","ja","新保南"
"新保南","ja-Hrkt","シンボウミナミ"
"新保口","en","Shimbo-guchi"
"新保口","ja","新保口"
"新保口","ja-Hrkt","シンボウグチ"
"新保口下","en","Shimbo-guchi-shimo"
"新保口下","ja","新保口下"
"新保口下","ja-Hrkt","シンボウグチシモ"
"新倉敷駅","en","Shin-Kurashiki Sta."
"新倉敷駅","ja","新倉敷駅"
"新倉敷駅","ja-Hrkt","シンクラシキエキ"
"新倉敷駅北口","en","Shin-Kurashiki Sta. North Gate"
"新倉敷駅北口","ja","新倉敷駅北口"
"新倉敷駅北口","ja-Hrkt","シンクラシキエキキタグチ"
"新兼田橋","en","Shinkanedabashi"
"新兼田橋","ja","新兼田橋"
"新兼田橋","ja-Hrkt","シンカネダバシ"
"新境橋北詰","en","Shinsakaibashikitazume"
"新境橋北詰","ja","新境橋北詰"
"新境橋北詰","ja-Hrkt","シンサカイバシキタヅメ"
"新大阪","en","Shinosaka"
"新大阪","ja","新大阪"
"新大阪","ja-Hrkt","シンオオサカ"
"新宿駅西口","en","Shinjukueki-nishiguchi"
"新宿駅西口","ja","新宿駅西口"
"新宿駅西口","ja-Hrkt","シンジュクエキニシグ"
"新屋敷","en","Shin-Yashiki"
"新屋敷","ja","新屋敷"
"新屋敷","ja-Hrkt","シンヤシキ"
"新屋敷団地高島駅前","en","Shin-yashiki Danchi/Takashima-Ekimae（Takashima Sta.）"
"新屋敷団地高島駅前","ja","新屋敷団地高島駅前"
"新屋敷団地高島駅前","ja-Hrkt","シンヤシキダンチタカシマエキマエ"
"新岡山港","en","Shin-Okayama Port (For Shodoshima)"
"新岡山港","ja","新岡山港"
"新岡山港","ja-Hrkt","シンオカヤマコウ"
"新庄","en","Shinjo"
"新庄","ja","新庄"
"新庄","ja-Hrkt","シンジョウ"
"新庄上","en","Shinjo-kami"
"新庄上","ja","新庄上"
"新庄上","ja-Hrkt","シンジョウカミ"
"新本","en","Shinpon"
"新本","ja","新本"
"新本","ja-Hrkt","シンポン"
"新本車庫","en","Shinpon Shako"
"新本車庫","ja","新本車庫"
"新本車庫","ja-Hrkt","シンポンシャコ"
"新橋","en","Shimbashi"
"新橋","ja","新橋"
"新橋","ja-Hrkt","シンバシ"
"新田","en","Shinden"
"新田","ja","新田"
"新田","ja-Hrkt","シンデン"
"新町中央","en","Shimmachi-chuo"
"新町中央","ja","新町中央"
"新町中央","ja-Hrkt","シンマチチュウオウ"
"新町北","en","Shimmachi-kita"
"新町北","ja","新町北"
"新町北","ja-Hrkt","シンマチキタ"
"新福・岡山交通本社前","en","Shinpuku/Okayama Koutsu Honsha-mae"
"新福・岡山交通本社前","ja","新福・岡山交通本社前"
"新福・岡山交通本社前","ja-Hrkt","シンプク・オカヤマコウツウホンシャマエ"
"新西大寺町","en","Shin-Saidaijicho"
"新西大寺町","ja","新西大寺町"
"新西大寺町","ja-Hrkt","シンサイダイジチョウ"
"新西大寺町筋","en","Shin-Saidaijicho-suji"
"新西大寺町筋","ja","新西大寺町筋"
"新西大寺町筋","ja-Hrkt","シンサイダイジチョウスジ"
"新道上平井","en","Shindo Kami-hirai"
"新道上平井","ja","新道上平井"
"新道上平井","ja-Hrkt","シンドウカミヒライ"
"新道中畑","en","Shindo Nakabatake"
"新道中畑","ja","新道中畑"
"新道中畑","ja-Hrkt","シンドウナカバタケ"
"新道中畑下","en","Shindo Nakabatake-shimo"
"新道中畑下","ja","新道中畑下"
"新道中畑下","ja-Hrkt","シンドウナカバタケシモ"
"新道元町","en","Shindo Motomachi"
"新道元町","ja","新道元町"
"新道元町","ja-Hrkt","シンドウモトマチ"
"新道江並","en","Shindo Enami"
"新道江並","ja","新道江並"
"新道江並","ja-Hrkt","シンドウエナミ"
"新道江並下","en","Shindo Enami-shimo"
"新道江並下","ja","新道江並下"
"新道江並下","ja-Hrkt","シンドウエナミシモ"
"新道江崎","en","Shindo Ezaki"
"新道江崎","ja","新道江崎"
"新道江崎","ja-Hrkt","シンドウエザキ"
"新道江崎下","en","Shindo Ezaki-shimo"
"新道江崎下","ja","新道江崎下"
"新道江崎下","ja-Hrkt","シンドウエザキシモ"
"新道浜中","en","Shindo Hama-naka"
"新道浜中","ja","新道浜中"
"新道浜中","ja-Hrkt","シンドウハマナカ"
"新野","en","Niino"
"新野","ja","新野"
"新野","ja-Hrkt","ニイノ"
"新開団地前","en","Shinkai Danchi-mae"
"新開団地前","ja","新開団地前"
"新開団地前","ja-Hrkt","シンカイダンチマエ"
"日上口","en","Hikami-guchi"
"日上口","ja","日上口"
"日上口","ja-Hrkt","ヒカミグチ"
"日之出町","en","Hinodecho"
"日之出町","ja","日之出町"
"日之出町","ja-Hrkt","ヒノデチョウ"
"日名","en","Hina"
"日名","ja","日名"
"日名","ja-Hrkt","ヒナ"
"日本原","en","Nihonbara"
"日本原","ja","日本原"
"日本原","ja-Hrkt","ニホンバラ"
"日本原東","en","Nihonbara-higashi"
"日本原東","ja","日本原東"
"日本原東","ja-Hrkt","ニホンバラヒガシ"
"日比","en","Hibi"
"日比","ja","日比"
"日比","ja-Hrkt","ヒビ"
"日比市民センター前","en","Hibi Shimin Center-mae"
"日比市民センター前","ja","日比市民センター前"
"日比市民センター前","ja-Hrkt","ヒビシミンセンターマエ"
"日比製煉所前","en","Hibi Seirensho-mae"
"日比製煉所前","ja","日比製煉所前"
"日比製煉所前","ja-Hrkt","ヒビセイレンショマエ"
"日比製煉西門前","en","Hibi Seiren Nishimon-mae"
"日比製煉西門前","ja","日比製煉西門前"
"日比製煉西門前","ja-Hrkt","ヒビセイレンニシモンマエ"
"日赤病院","en","Nisseki Byoin (Nisseki Hospital insight)"
"日赤病院","ja","日赤病院"
"日赤病院","ja-Hrkt","ニッセキビョウイン"
"日赤病院入口","en","Nisseki Byoin Iriguchi（Japanese Red Cross Okayama Hospital Main Gate）"
"日赤病院入口","ja","日赤病院入口"
"日赤病院入口","ja-Hrkt","ニッセキビョウインイリグチ"
"旧ＪＡ五城支所前","en","Kyu JA Gojoshisho-mae"
"旧ＪＡ五城支所前","ja","旧ＪＡ五城支所前"
"旧ＪＡ五城支所前","ja-Hrkt","ジキュウジェイエゴジョウシシ"
"旧ランデス入口","en","Kyu Randesu Iriguchi"
"旧ランデス入口","ja","旧ランデス入口"
"旧ランデス入口","ja-Hrkt","キュウランデスイリグチ"
"旧ＪＡ建部前","en","Kyu JA Takebe-mae"
"旧ＪＡ建部前","ja","旧ＪＡ建部前"
"旧ＪＡ建部前","ja-Hrkt","キュウジェイエイタケベマエ"
"旧竹枝駐在所前","en","Kyu Takeeda Chuzaisho-mae"
"旧竹枝駐在所前","ja","旧竹枝駐在所前"
"旧竹枝駐在所前","ja-Hrkt","キュウタケエダチュウザイショマエ"
"旭川ダム","en","Asahikawa Dam"
"旭川ダム","ja","旭川ダム"
"旭川ダム","ja-Hrkt","アサヒガワダム"
"旭川荘","en","Asahigawasou"
"旭川荘","ja","旭川荘"
"旭川荘","ja-Hrkt","アサヒガワソウ"
"ひらた旭川荘","en","Hirata Asahigawasou"
"ひらた旭川荘","ja","ひらた旭川荘"
"ひらた旭川荘","ja-Hrkt","ヒラタアサヒガワソウ"
"旭川荘北","en","Asahigawasou-kita"
"旭川荘北","ja","旭川荘北"
"旭川荘北","ja-Hrkt","アサヒガワソウキタ"
"旭川荘吉井川キャンパス前","en","Asahigawasou Yoshiigawa Campus-mae"
"旭川荘吉井川キャンパス前","ja","旭川荘吉井川キャンパス前"
"旭川荘吉井川キャンパス前","ja-Hrkt","アサヒガワソウヨシイガワキャンパスマエ"
"旭川荘吉井川キャンパス正門前","en","Asahigawasou Yoshiigawa Campus Seimon-mae"
"旭川荘吉井川キャンパス正門前","ja","旭川荘吉井川キャンパス正門前"
"旭川荘吉井川キャンパス正門前","ja-Hrkt","アサヒガワソウヨシイガワキャンパスセイモンマエ"
"旭東病院前","en","Kyokuto Byoin-mae (Kyokuto Hospital main gate)"
"旭東病院前","ja","旭東病院前"
"旭東病院前","ja-Hrkt","キョクトウビョウインマエ"
"旭橋","en","Asahibashi"
"旭橋","ja","旭橋"
"旭橋","ja-Hrkt","アサヒバシ"
"旭橋通り","en","Asahibashi-dori"
"旭橋通り","ja","旭橋通り"
"旭橋通り","ja-Hrkt","アサヒバシドオリ"
"旭水荘前","en","Kyokusuiso-mae"
"旭水荘前","ja","旭水荘前"
"旭水荘前","ja-Hrkt","キョクスイソウマエ"
"旭町北","en","Asahimachi-kita"
"旭町北","ja","旭町北"
"旭町北","ja-Hrkt","アサヒマチキタ"
"明王寺口","en","Myououji-guchi"
"明王寺口","ja","明王寺口"
"明王寺口","ja-Hrkt","ミョウオウジグチ"
"明神前","en","Myojinmae"
"明神前","ja","明神前"
"明神前","ja-Hrkt","ミョウジンマエ"
"明神町","en","Myojincho"
"明神町","ja","明神町"
"明神町","ja-Hrkt","ミョウジンチョウ"
"明誠学院前","en","Meiseigakuin-mae"
"明誠学院前","ja","明誠学院前"
"明誠学院前","ja-Hrkt","メイセイガクインマエ"
"昭和橋","en","Showabashi"
"昭和橋","ja","昭和橋"
"昭和橋","ja-Hrkt","ショウワバシ"
"昭和町","en","Showamachi"
"昭和町","ja","昭和町"
"昭和町","ja-Hrkt","ショウワマチ"
"昭和町車庫","en","Showamachi Shako"
"昭和町車庫","ja","昭和町車庫"
"昭和町車庫","ja-Hrkt","ショウワマチシャコ"
"昭和被服総業前","en","Showahifukusogyo-mae"
"昭和被服総業前","ja","昭和被服総業前"
"昭和被服総業前","ja-Hrkt","ショウワヒフクソウギョウマエ"
"晃の里前","en","Hikarinosato-mae"
"晃の里前","ja","晃の里前"
"晃の里前","ja-Hrkt","ヒカリノサトマエ"
"景山産業前","en","Kageyama Sangyo-mae"
"景山産業前","ja","景山産業前"
"景山産業前","ja-Hrkt","カゲヤマサンギョウマエ"
"暮石","en","Kureishi"
"暮石","ja","暮石"
"暮石","ja-Hrkt","クレイシ"
"暮石北","en","Kureishi-kita"
"暮石北","ja","暮石北"
"暮石北","ja-Hrkt","クレイシキタ"
"曲定林寺前","en","Magarijorinji-mae"
"曲定林寺前","ja","曲定林寺前"
"曲定林寺前","ja-Hrkt","マガリジョウリンジマエ"
"曲松","en","Iganmatsu"
"曲松","ja","曲松"
"曲松","ja-Hrkt","イガンマツ"
"曹源寺","en","Sogenji（Sogenji Temple）"
"曹源寺","ja","曹源寺"
"曹源寺","ja-Hrkt","ソウゲンジ"
"有漢インター","en","Ukan Inter"
"有漢インター","ja","有漢インター"
"有漢インター","ja-Hrkt","ウカンインター"
"朝日塾小学校前","en","Asahijuku Shogakko-mae"
"朝日塾小学校前","ja","朝日塾小学校前"
"朝日塾小学校前","ja-Hrkt","アサヒジュクショウガッコウマエ"
"朝日高前","en","Asahiko-mae"
"朝日高前","ja","朝日高前"
"朝日高前","ja-Hrkt","アサヒコウマエ"
"木工センター前","en","Mokko Center-mae"
"木工センター前","ja","木工センター前"
"木工センター前","ja-Hrkt","モッコウセンターマエ"
"木材市場入口","en","Mokuzai Ichiba Iriguchi"
"木材市場入口","ja","木材市場入口"
"木材市場入口","ja-Hrkt","モクザイイチバイリグチ"
"木材市場前","en","Mokuzai Ichiba-mae"
"木材市場前","ja","木材市場前"
"木材市場前","ja-Hrkt","モクザイイチバマエ"
"本庄南","en","Honjo-minami"
"本庄南","ja","本庄南"
"本庄南","ja-Hrkt","ホンジョウミナミ"
"本村","en","Honmura"
"本村","ja","本村"
"本村","ja-Hrkt","ホンムラ"
"本蓮寺下","en","Honrenji-shita"
"本蓮寺下","ja","本蓮寺下"
"本蓮寺下","ja-Hrkt","ホンレンジシタ"
"本郷","en","Hongo"
"本郷","ja","本郷"
"本郷","ja-Hrkt","ホンゴウ"
"本重","en","Motoshige"
"本重","ja","本重"
"本重","ja-Hrkt","モトシゲ"
"札場","en","Fudaba"
"札場","ja","札場"
"札場","ja-Hrkt","フダバ"
"杉谷","en","Sugitani"
"杉谷","ja","杉谷"
"杉谷","ja-Hrkt","スギタニ"
"杉谷口","en","Sugitani-guchi"
"杉谷口","ja","杉谷口"
"杉谷口","ja-Hrkt","スギタニグチ"
"ふるさと村入口","en","Furusatomura-Iriguchi"
"ふるさと村入口","ja","ふるさと村入口"
"ふるさと村入口","ja-Hrkt","フルサトムライリグチ"
"杜の街","en",
"杜の街","en","Morinomachi"
"杜の街","ja","杜の街"
"杜の街","ja","杜の街"
"杜の街","ja-Hrkt","モリノマチ"
"杜の街","ja-Hrkt","モリノマチ"
"あおいハイツ東","en","Aoi Haitsu-higashi"
"あおいハイツ東","ja","あおいハイツ東"
"あおいハイツ東","ja-Hrkt","アオイハイツヒガシ"
"東一宮車庫","en","Higashi Ichinomiya Shako"
"東一宮車庫","ja","東一宮車庫"
"東一宮車庫","ja-Hrkt","ヒガシイチノミヤシャコ"
"東中央町","en","Higashi Chuocho"
"東中央町","ja","東中央町"
"東中央町","ja-Hrkt","ヒガシチュウオウチョウ"
"東区役所前","en","Higashi Kuyakusho（Higashi Ward Office)"
"東区役所前","ja","東区役所前"
"東区役所前","ja-Hrkt","ヒガシクヤクショマエ"
"東原口","en","Higashi Haraguchi"
"東原口","ja","東原口"
"東原口","ja-Hrkt","ヒガシハラグチ"
"東古松二丁目","en","Higashi Furumatsu 2-chome"
"東古松二丁目","ja","東古松二丁目"
"東古松二丁目","ja-Hrkt","ヒガシフルマツニチョウメ"
"東古松南町","en","Higashi Furumatsu Minamimachi"
"東古松南町","ja","東古松南町"
"東古松南町","ja-Hrkt","ヒガシフルマツミナミマチ"
"東古松四丁目","en","Higashi Furumatsu 4-chome"
"東古松四丁目","ja","東古松四丁目"
"東古松四丁目","ja-Hrkt","ヒガシフルマツヨンチョウメ"
"東宝伝","en","Higashi-Hoden"
"東宝伝","ja","東宝伝"
"東宝伝","ja-Hrkt","ヒガシホウデン"
"東富井","en","Higashitomii"
"東富井","ja","東富井"
"東富井","ja-Hrkt","ヒガシトミイ"
"東小学校前","en","Higashi Shogakko-mae"
"東小学校前","ja","東小学校前"
"東小学校前","ja-Hrkt","ヒガシショウガッコウマエ"
"東小高地","en","Higashikokochi"
"東小高地","ja","東小高地"
"東小高地","ja-Hrkt","ヒガシココウチ"
"東山","en","Higashiyama"
"東山","ja","東山"
"東山","ja-Hrkt","ヒガシヤマ"
"東山カントリー","en","Higashiyama Country"
"東山カントリー","ja","東山カントリー"
"東山カントリー","ja-Hrkt","ヒガシヤマカントリー"
"東山一丁目","en","Higashiyama 1-chome"
"東山一丁目","ja","東山一丁目"
"東山一丁目","ja-Hrkt","ヒガシヤマイッチョウメ"
"東山峠","en","Higashiyama-toge"
"東山峠","ja","東山峠"
"東山峠","ja-Hrkt","ヒガシヤマトウゲ"
"東山電停前","en","Higashiyama Dentei-mae（Higashiyama Sta.）"
"東山電停前","ja","東山電停前"
"東山電停前","ja-Hrkt","ヒガシヤマデンテイマエ"
"東島田町","en","Higashi Shimada-cho"
"東島田町","ja","東島田町"
"東島田町","ja-Hrkt","ヒガシシマダチョウ"
"東川原","en","Higashi Gawara"
"東川原","ja","東川原"
"東川原","ja-Hrkt","ヒガシガワラ"
"東川町","en","Higashigawacho"
"東川町","ja","東川町"
"東川町","ja-Hrkt","ヒガシガワチョウ"
"東村","en","Higashimura"
"東村","ja","東村"
"東村","ja-Hrkt","ヒガシムラ"
"東松原","en","Higashi Matsubara"
"東松原","ja","東松原"
"東松原","ja-Hrkt","ヒガシマツバラ"
"東栄橋","en","Toeibashi"
"東栄橋","ja","東栄橋"
"東栄橋","ja-Hrkt","トウエイバシ"
"東津山","en","Higashi Tsuyama"
"東津山","ja","東津山"
"東津山","ja-Hrkt","ヒガシツヤマ"
"東津山駅口","en","Higashitsuyamaeki-guchi"
"東津山駅口","ja","東津山駅口"
"東津山駅口","ja-Hrkt","ヒガシツヤマエキグチ"
"東田井地","en","Higashitaiji"
"東田井地","ja","東田井地"
"東田井地","ja-Hrkt","ヒガシタイジ"
"東神戸","en","Higashi Jingo"
"東神戸","ja","東神戸"
"東神戸","ja-Hrkt","ヒガシジンゴ"
"東紅陽台","en","Higashikoyodai"
"東紅陽台","ja","東紅陽台"
"東紅陽台","ja-Hrkt","ヒガシコウヨウダイ"
"東花尻","en","Higashi Hanajiri"
"東花尻","ja","東花尻"
"東花尻","ja-Hrkt","ヒガシハナジリ"
"東苫田農協前","en","Higashi Tomata Nokyo-mae"
"東苫田農協前","ja","東苫田農協前"
"東苫田農協前","ja-Hrkt","ヒガシトマタノウキョウマエ"
"東西住区","en","Tozaijuku"
"東西住区","ja","東西住区"
"東西住区","ja-Hrkt","トウザイジュウク"
"東西橋","en","Tozaibashi"
"東西橋","ja","東西橋"
"東西橋","ja-Hrkt","トウザイバシ"
"東谷","en","Higashitani"
"東谷","ja","東谷"
"東谷","ja-Hrkt","ヒガシタニ"
"東郡","en","Higashigori"
"東郡","ja","東郡"
"東郡","ja-Hrkt","ヒガシゴオリ"
"東部クリーンセンター前","en","Tobu Clean Center-mae"
